MId,Home Team,Home Team Goals,Away Team Goals,Away Team,Home Poss,Away Poss,Home ShotsT,Away ShotsT,Home Shots,Away Shots,Home Touches,Away Touches,Home Passes,Away Passes,Home Tackles,Away Tackles,Home Clearances,Away Clearances,Home Corners,Away Corners,Home Offsides,Away Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
9601,CAR,1,2,CHE,36.8,63.2,3,7,10,28,536,801,317,568,20,21,30,18,3,8,1,2,14,750.581,142.846,253.097,354.638,14,907.212,166.0,329.323,411.889
9602,FUL,2,2,CRY,66.1,33.9,5,6,15,15,717,463,496,249,21,21,33,34,6,4,1,1,14,856.464,182.616,272.848,401.0,14,776.56,144.288,274.272,358.0
9603,HUL,0,2,EVE,43,57,3,4,12,11,627,790,459,623,16,13,26,20,6,4,2,2,14,814.081,231.381,219.0,363.7,14,835.456,156.694,282.762,396.0
9604,LIV,2,1,NUFC,66.2,33.8,5,2,13,8,851,515,673,333,15,19,24,26,6,2,3,2,14,836.384,250.778,220.392,365.214,14,817.464,76.675,291.268,449.521
9605,MCFC,2,0,WHU,68.1,31.9,7,0,28,3,772,431,585,259,17,12,15,34,12,1,2,1,14,934.39,171.0,356.39,407.0,14,809.225,129.325,315.9,364.0
9606,NOR,0,2,ARS,37.7,62.3,5,8,11,14,575,859,405,680,13,18,20,23,4,4,3,1,14,819.836,93.648,356.188,370.0,14,859.148,230.624,242.524,386.0
9607,SOT,1,1,MUFC,58.5,41.5,6,2,15,9,687,569,517,369,14,18,16,35,6,2,0,6,14,832.936,151.039,296.034,385.863,14,882.119,251.335,227.784,403.0
9608,SUN,1,3,SWAN,53.3,46.7,4,4,20,8,598,548,401,344,16,23,25,32,6,3,0,0,14,804.175,87.614,361.257,355.304,14,782.32,263.227,163.175,355.918
9609,TOT,3,0,AVL,54.7,45.3,6,1,12,4,739,639,556,461,17,17,18,20,5,1,7,0,14,866.6,148.0,316.873,401.727,13,825.352,206.5,183.0,435.852
9610,WBA,1,2,STK,43,57,4,4,18,14,549,698,359,496,17,18,17,30,11,6,1,3,14,785.44,145.595,349.5,290.345,14,797.176,82.6,356.576,358.0
9599,MCFC,4,0,AVL,73.3,26.7,9,0,18,5,910,427,739,257,10,16,20,36,7,2,3,0,14,873.048,86.652,379.396,407.0,14,835.498,133.656,241.672,460.17
9600,SUN,2,0,WBA,48.3,51.7,4,3,10,13,617,647,435,467,15,11,19,16,5,0,0,1,14,820.844,72.644,387.2,361.0,14,755.083,216.798,269.241,269.044
9598,MUFC,3,1,HUL,55.3,44.7,7,2,18,2,799,657,637,511,12,20,22,13,8,0,0,1,14,799.375,66.959,437.79,294.626,14,802.592,246.092,240.0,316.5
9597,CRY,3,3,LIV,34.9,65.1,6,8,10,26,517,799,295,608,19,16,21,28,7,7,0,3,14,798.294,88.926,349.368,360.0,13,875.705,240.405,243.3,392.0
9596,CHE,0,0,NOR,71.3,28.7,4,3,23,6,878,440,650,259,11,22,27,46,5,2,4,1,14,917.191,121.0,351.191,445.0,12,810.0,55.991,313.009,441.0
9595,ARS,1,0,WBA,60.3,39.7,4,1,15,11,800,591,592,386,19,13,39,29,9,10,0,2,14,905.116,190.3,299.552,415.264,13,807.483,152.12,359.363,296.0
9589,EVE,2,3,MCFC,59.3,40.7,4,6,9,18,871,642,673,456,16,17,20,22,4,3,3,0,13,831.724,237.928,153.156,440.64,14,980.637,110.368,407.527,462.742
9588,AVL,3,1,HUL,44.2,55.8,9,2,15,8,554,673,358,449,12,12,29,45,8,5,0,3,14,757.807,91.423,212.51,453.874,14,753.264,221.334,199.596,332.334
9590,MUFC,0,1,SUN,63,37,2,1,17,8,769,533,575,339,14,15,21,33,8,0,2,3,14,874.383,188.523,279.86,406.0,14,800.306,72.556,366.75,361.0
9591,NUFC,3,0,CAR,53.8,46.2,6,3,22,16,641,566,409,351,22,16,37,29,10,6,0,2,14,798.774,150.0,285.206,363.568,14,769.359,178.689,239.838,350.832
9592,STK,4,1,FUL,63.3,36.7,8,2,23,10,816,522,599,336,15,17,22,17,3,5,2,0,14,792.543,58.35,370.193,364.0,14,773.694,132.023,225.811,415.86
9593,SWAN,0,1,SOT,38.1,61.9,3,4,12,17,557,776,352,580,17,12,30,19,3,5,2,1,14,822.644,286.7,160.656,375.288,14,814.815,118.293,318.522,378.0
9594,WHU,2,0,TOT,47.2,52.8,8,3,20,12,576,632,333,387,19,28,39,40,10,6,3,0,13,812.107,150.015,298.092,364.0,14,928.543,157.646,331.533,439.364
9587,ARS,3,0,NUFC,61.5,38.5,8,3,20,8,828,602,613,387,21,18,25,38,14,0,4,2,14,868.901,155.204,313.697,400.0,14,857.514,110.756,356.41,390.348
9584,CRY,0,2,MCFC,46.4,53.6,2,6,3,16,624,694,399,468,21,24,41,28,4,8,4,0,14,798.77,145.602,293.168,360.0,14,901.732,178.69,316.042,407.0
9585,LIV,0,2,CHE,73,27,8,4,26,11,850,471,624,226,23,20,22,54,14,2,1,0,13,902.124,305.604,211.52,385.0,14,910.064,101.946,387.478,420.64
9586,SUN,4,0,CAR,59.6,40.4,7,1,21,6,624,471,448,286,14,17,18,31,11,5,0,0,14,789.618,72.0,356.618,361.0,14,766.502,143.178,276.132,347.192
9579,MUFC,4,0,NOR,61.3,38.7,11,2,25,9,846,602,637,391,16,17,34,34,5,3,1,0,14,905.478,195.303,304.175,406.0,14,842.972,99.892,372.08,371.0
9578,FUL,2,2,HUL,46,54,3,4,10,8,581,650,379,458,17,19,31,36,7,2,0,1,14,831.175,149.0,232.175,450.0,14,775.701,234.727,218.089,322.885
9581,STK,0,1,TOT,50.5,49.5,3,4,17,16,614,629,407,398,22,25,25,28,4,3,4,2,13,801.365,97.353,312.828,391.184,14,853.999,148.0,323.912,382.087
9582,SWAN,4,1,AVL,47.6,52.4,8,3,11,11,591,610,372,415,8,11,35,25,9,6,5,1,14,824.988,304.998,148.35,371.64,14,792.69,161.104,278.642,352.944
9583,WBA,1,0,WHU,43.3,56.7,6,3,19,9,482,568,273,363,9,10,37,33,7,6,2,0,14,764.753,137.092,300.661,327.0,14,798.383,170.432,291.216,336.735
9580,SOT,2,0,EVE,53.1,46.9,4,2,14,9,745,669,515,436,28,20,31,26,4,7,1,5,14,839.208,203.852,257.356,378.0,14,889.444,242.444,234.0,413.0
9577,MCFC,3,1,WBA,69,31,6,3,19,10,883,496,684,295,21,26,17,19,8,2,3,3,14,868.992,145.568,313.566,409.858,14,829.116,159.966,318.15,351.0
9574,EVE,2,0,MUFC,38.7,61.3,5,2,17,9,590,794,370,598,23,17,39,32,6,5,2,4,14,850.022,214.906,272.188,362.928,14,856.878,200.72,291.596,364.562
9575,HUL,0,3,ARS,42.4,57.6,4,6,13,12,652,849,434,618,22,19,29,48,7,0,5,2,14,774.914,199.374,296.54,279.0,14,881.815,136.028,345.787,400.0
9576,NOR,2,3,LIV,42.5,57.5,5,6,13,14,594,798,365,539,23,36,9,52,8,3,0,1,13,813.606,74.601,368.005,371.0,13,876.264,236.364,239.8,400.1
9570,CHE,1,2,SUN,61.8,38.2,15,3,31,7,709,507,472,289,17,16,31,46,10,4,1,1,14,867.025,151.344,315.681,400.0,14,816.69,72.534,365.267,378.889
9568,AVL,0,0,SOT,31.6,68.4,1,2,6,3,456,793,263,614,18,17,21,27,5,3,5,3,13,799.09,149.304,282.786,367.0,14,812.562,155.682,278.88,378.0
9569,CAR,1,1,STK,43.3,56.7,4,5,13,15,599,714,388,516,14,19,25,25,12,7,3,0,14,784.533,197.657,217.4,369.476,14,777.939,146.8,298.044,333.095
9571,NUFC,1,2,SWAN,47.2,52.8,4,2,14,10,664,709,440,478,24,17,32,42,2,8,1,5,14,834.24,199.96,291.8,342.48,13,844.8,307.3,150.0,387.5
9573,WHU,0,1,CRY,65.3,34.7,4,3,13,11,676,471,428,220,16,22,35,74,3,11,1,1,14,839.971,163.784,307.187,369.0,14,799.817,71.911,355.624,372.282
9572,TOT,3,1,FUL,62.2,37.8,5,4,14,11,810,566,583,352,23,25,32,36,4,5,2,4,14,835.616,149.708,313.908,372.0,13,821.254,73.0,369.732,378.522
9566,EVE,2,3,CRY,69.1,30.9,5,4,17,7,813,474,576,251,21,33,17,38,13,3,0,3,14,843.08,220.8,237.28,385.0,14,783.34,135.324,297.437,350.579
9567,MCFC,2,2,SUN,56.8,43.2,4,3,16,11,762,613,546,404,31,20,25,14,3,6,0,1,14,905.045,158.043,340.002,407.0,13,799.072,89.242,348.83,361.0
9565,ARS,3,1,WHU,61.4,38.6,8,2,14,12,806,562,580,355,14,20,31,35,4,3,2,2,13,890.552,143.8,329.552,417.2,14,825.22,81.417,374.803,369.0
9564,SWAN,0,1,CHE,38.2,61.8,4,3,7,26,543,786,348,583,19,9,30,22,5,12,1,3,14,935.541,286.441,206.714,442.386,14,829.63,90.492,331.138,408.0
9563,LIV,3,2,MCFC,46.6,53.4,4,5,10,13,652,680,412,465,20,24,45,18,7,7,5,1,14,923.892,308.948,222.944,392.0,14,849.31,84.22,356.09,409.0
9557,CRY,1,0,AVL,42.9,57.1,4,4,14,7,583,667,331,457,22,25,31,36,2,4,3,0,14,754.613,84.358,298.732,371.523,13,812.644,151.497,219.733,441.414
9558,FUL,1,0,NOR,45.1,54.9,3,4,14,14,589,677,365,442,27,17,35,24,8,8,0,3,14,827.26,179.035,198.225,450.0,14,831.837,97.974,362.863,371.0
9559,SOT,0,1,CAR,67.5,32.5,7,4,19,6,886,518,687,325,13,22,11,40,5,5,0,2,14,828.561,228.728,236.739,363.094,14,831.294,214.0,236.652,380.642
9560,STK,1,0,NUFC,48.9,51.1,3,1,10,13,664,698,441,472,17,19,40,25,4,5,2,1,13,828.813,130.975,324.838,373.0,14,805.34,143.508,299.454,362.378
9561,SUN,0,1,EVE,46.6,53.4,6,3,24,20,554,601,336,385,14,14,26,29,6,6,3,0,12,799.444,72.0,367.444,360.0,13,867.016,248.304,233.712,385.0
9562,WBA,3,3,TOT,32.4,67.6,5,8,6,20,450,714,232,509,21,18,37,25,2,2,3,3,14,795.48,121.388,314.6,359.492,14,828.867,148.0,330.443,350.424
9556,TOT,5,1,SUN,60.9,39.1,11,4,29,8,701,523,500,319,18,17,12,25,8,2,2,4,14,843.582,148.0,310.328,385.254,13,800.4,14.8,370.0,415.6
9555,WHU,1,2,LIV,36.2,63.8,1,8,11,17,540,821,322,619,22,16,35,47,4,4,0,0,14,836.98,151.268,316.712,369.0,13,848.756,286.852,165.48,396.424
9554,EVE,3,0,ARS,42.8,57.2,7,5,14,15,640,792,431,578,15,16,23,33,3,6,2,3,14,798.516,159.28,254.236,385.0,14,866.787,157.679,312.108,397.0
9549,CHE,3,0,STK,51.2,48.8,8,2,18,4,719,662,491,459,27,31,23,31,7,3,1,1,14,890.847,82.0,364.217,444.63,14,755.62,65.892,343.019,346.709
9547,AVL,1,2,FUL,50.1,49.9,6,8,12,16,612,609,410,410,12,15,35,34,2,7,0,1,13,778.042,145.671,143.726,488.645,14,850.072,182.0,187.0,481.072
9548,CAR,0,3,CRY,63.1,36.9,3,8,13,13,722,531,506,303,12,21,24,59,10,3,0,0,14,771.362,206.291,208.071,357.0,14,781.022,84.196,328.408,368.418
9550,HUL,1,0,SWAN,43.1,56.9,4,2,8,12,570,703,341,469,14,21,36,46,7,2,2,0,14,753.165,202.69,209.0,341.475,14,796.794,262.872,149.922,384.0
9552,NUFC,0,4,MUFC,43.6,56.4,4,4,14,8,569,722,378,501,18,13,25,36,4,5,0,2,13,837.684,149.39,320.294,368.0,14,955.32,169.0,439.04,347.28
9553,NOR,0,1,WBA,68.8,31.2,4,5,12,8,722,446,528,234,13,26,8,45,7,3,1,2,14,823.671,200.659,255.412,367.6,14,820.074,148.734,302.891,368.449
9551,MCFC,4,1,SOT,43.6,56.4,8,1,15,5,608,740,425,545,19,10,31,29,5,9,1,1,14,903.508,106.074,390.434,407.0,14,894.557,199.082,334.475,361.0
9546,SUN,1,2,WHU,60.6,39.4,7,6,26,11,671,509,443,280,25,13,24,48,8,3,1,1,14,761.033,81.028,271.98,408.025,14,774.876,146.975,289.119,338.782
9545,LIV,4,0,TOT,58.6,41.4,5,4,11,15,714,544,527,364,24,11,21,23,5,7,2,1,14,855.099,302.429,160.67,392.0,14,818.536,82.0,380.335,356.201
9544,FUL,1,3,EVE,38.2,61.8,8,7,23,14,538,758,296,499,35,9,40,28,5,6,8,1,14,782.539,219.2,135.725,427.614,14,900.012,213.456,301.556,385.0
9537,ARS,1,1,MCFC,47.8,52.2,3,4,9,15,723,743,491,547,12,21,38,27,6,6,2,0,13,873.358,159.384,314.974,399.0,14,890.517,83.0,398.517,409.0
9538,CRY,1,0,CHE,33,67,4,2,14,21,481,712,221,471,21,18,61,33,2,13,1,3,14,776.986,71.978,343.49,361.518,14,865.502,118.408,298.094,449.0
9540,SOT,4,0,NUFC,52.5,47.5,11,2,23,5,674,631,487,443,25,14,12,17,7,5,2,0,14,821.901,159.992,288.909,373.0,14,845.025,113.5,331.525,400.0
9541,STK,1,0,HUL,55.9,44.1,3,3,15,5,722,626,522,407,24,15,23,40,8,1,3,1,14,806.867,150.901,282.966,373.0,14,781.602,230.296,219.443,331.863
9542,SWAN,3,0,NOR,58.7,41.3,7,4,16,8,739,553,539,372,15,19,22,24,7,4,1,2,14,822.038,286.41,151.628,384.0,14,768.161,183.067,214.094,371.0
9543,WBA,3,3,CAR,41.7,58.3,6,5,16,11,541,669,314,457,21,16,30,26,4,1,2,2,14,795.532,158.911,288.621,348.0,14,815.628,143.0,286.828,385.8
9539,MUFC,4,1,AVL,55.9,44.1,6,1,9,10,676,561,476,372,18,24,34,18,0,5,2,2,14,852.452,173.165,320.787,358.5,13,806.774,211.597,216.335,378.842
9535,LIV,2,1,SUN,61,39,7,4,21,12,824,536,587,349,17,28,32,17,3,4,2,2,12,882.424,252.424,238.0,392.0,14,825.402,122.816,271.046,431.54
9536,WHU,2,1,HUL,43.6,56.4,3,3,10,9,569,682,367,478,18,20,33,26,4,5,2,3,13,758.409,152.0,293.466,312.943,14,737.574,221.733,218.0,297.841
9532,ARS,2,2,SWAN,60.5,39.5,4,2,13,8,903,665,689,454,16,21,23,61,7,0,0,3,14,843.032,149.997,294.035,399.0,14,865.264,301.072,172.2,391.992
9533,MUFC,0,3,MCFC,52.7,47.3,4,4,10,13,756,705,545,491,16,15,33,24,5,8,1,3,14,849.544,252.576,198.968,398.0,14,898.194,83.0,406.194,409.0
9534,NUFC,0,3,EVE,54.7,45.3,2,6,16,8,709,630,492,403,23,27,23,36,9,8,2,0,14,866.64,175.208,330.124,361.308,12,850.822,232.822,233.0,385.0
9530,AVL,1,4,STK,50.4,49.6,3,5,12,10,668,673,464,479,20,14,15,36,5,3,2,4,14,840.904,226.367,247.537,367.0,12,807.335,76.0,359.0,372.335
9531,TOT,3,2,SOT,51.1,48.9,6,4,15,12,666,682,420,414,20,28,33,60,7,3,1,8,13,872.2,82.0,400.2,390.0,14,773.913,156.54,275.614,341.759
9529,WHU,0,2,MUFC,44.8,55.2,1,7,10,16,587,705,365,484,16,16,27,53,12,7,0,2,14,806.308,151.4,291.908,363.0,13,879.941,172.941,395.0,312.0
9522,CAR,3,6,LIV,33.4,66.6,3,9,9,19,497,849,301,650,21,22,15,28,4,6,0,1,14,787.05,210.468,163.096,413.486,14,852.58,234.105,238.0,380.475
9524,EVE,3,2,SWAN,40.7,59.3,6,7,9,21,622,815,400,594,23,19,39,14,5,12,0,1,14,850.97,153.502,312.468,385.0,14,835.937,191.078,260.859,384.0
9525,HUL,2,0,WBA,43.2,56.8,5,4,12,16,520,615,300,392,23,14,36,14,4,5,3,1,14,771.517,263.961,222.556,285.0,14,782.428,209.102,234.232,339.094
9526,MCFC,5,0,FUL,67.6,32.4,12,0,22,6,810,462,619,299,17,16,21,24,13,2,0,2,14,882.45,90.387,392.063,400.0,14,829.909,140.703,193.992,495.214
9527,NUFC,1,0,CRY,72.7,27.3,8,1,21,8,942,482,712,251,17,31,25,32,9,5,1,5,14,864.374,174.392,315.982,374.0,14,785.104,71.844,353.26,360.0
9528,NOR,2,0,SUN,54.1,45.9,8,2,15,9,628,561,436,368,12,18,23,24,8,5,0,0,14,806.867,204.049,227.818,375.0,14,826.009,115.144,350.865,360.0
9523,CHE,6,0,ARS,52.9,47.1,11,5,21,11,712,668,517,457,15,19,24,23,7,1,6,2,14,1005.78,144.496,387.684,473.6,14,859.059,160.0,263.059,436.0
9521,TOT,0,1,ARS,59,41,2,3,18,7,674,589,471,330,13,21,14,64,5,2,3,4,14,866.647,100.008,376.639,390.0,14,859.775,141.127,307.968,410.68
9520,MUFC,0,3,LIV,XX-XX-,XX-XX,XX-XX-,-XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,14,841.774,272.297,220.676,348.801,14,-566.1,247.281,-486.499,-326.882
9512,AVL,1,0,CHE,38.6,61.4,4,2,13,15,522,721,300,497,26,8,42,23,4,5,3,7,13,808.212,214.809,231.857,361.546,13,905.464,143.984,353.48,408.0
9513,EVE,2,1,CAR,67.7,32.3,6,3,19,10,793,482,540,250,24,25,19,34,10,5,1,3,14,870.939,179.636,306.303,385.0,14,812.354,187.943,203.779,420.632
9514,FUL,1,0,NUFC,38.9,61.1,3,3,12,12,516,694,277,440,23,22,39,30,9,7,6,1,14,848.46,182.552,245.828,420.08,14,809.184,140.684,294.5,374.0
9516,SOT,4,2,NOR,63.1,36.9,6,3,17,6,786,508,567,325,17,25,25,20,6,1,3,1,14,782.277,103.54,300.737,378.0,14,810.363,94.46,347.903,368.0
9517,STK,3,1,WHU,54.7,45.3,9,2,16,8,606,520,375,305,24,14,42,30,6,4,1,3,12,808.78,151.0,289.0,368.78,14,791.663,151.61,270.203,369.85
9518,SUN,0,0,CRY,64.5,35.5,2,5,19,12,624,473,437,244,18,11,12,51,6,2,3,0,14,847.81,112.0,375.81,360.0,14,811.584,71.3,380.284,360.0
9519,SWAN,1,2,WBA,62,38,4,4,14,13,880,600,655,400,17,20,22,30,4,1,4,0,14,870.013,225.1,263.913,381.0,14,775.878,139.617,211.612,424.649
9515,HUL,0,2,MCFC,54.3,45.7,5,3,15,8,749,631,530,456,10,14,33,31,3,4,6,0,14,805.615,272.196,218.356,315.063,14,907.454,83.0,399.754,424.7
9508,CHE,4,0,TOT,53.6,46.4,4,2,12,6,658,597,471,395,25,21,20,21,5,4,6,2,14,864.38,94.792,361.588,408.0,13,862.062,80.0,304.254,477.808
9507,CAR,3,1,FUL,46.4,53.6,9,6,19,14,625,675,391,458,13,23,43,38,7,6,0,2,14,788.0,272.6,154.2,361.2,14,774.168,219.872,138.296,416.0
9509,CRY,0,1,SOT,35.7,64.3,1,3,6,11,510,751,255,496,24,27,35,66,8,3,7,1,14,760.774,76.616,326.158,358.0,14,810.07,152.662,279.408,378.0
9510,NOR,1,1,STK,52.5,47.5,5,3,13,6,599,563,403,368,14,20,24,42,3,1,0,1,14,839.884,157.696,307.188,375.0,14,812.866,102.344,337.522,373.0
9511,WBA,0,3,MUFC,45,55,3,5,14,14,602,701,366,461,19,26,31,44,3,5,2,1,14,776.503,110.448,333.365,332.69,14,923.571,259.7,245.912,417.959
9504,AVL,4,1,NOR,55.1,44.9,4,4,10,7,700,605,489,399,25,19,21,36,6,2,1,2,13,813.791,219.691,227.1,367.0,14,862.775,186.5,301.275,375.0
9505,SWAN,1,1,CRY,68.7,31.3,5,3,7,6,928,528,718,316,25,22,22,23,1,4,3,0,14,807.35,171.588,247.1,388.662,14,830.198,118.792,367.724,343.682
9506,TOT,1,0,CAR,60.4,39.6,6,2,15,8,768,546,541,345,19,19,38,32,4,7,2,5,14,824.495,160.908,282.587,381.0,14,793.992,186.2,194.4,413.392
9502,SOT,0,3,LIV,57.3,42.7,2,5,13,12,787,630,538,399,33,26,35,33,3,6,2,1,14,803.54,164.984,265.556,373.0,13,857.305,227.305,238.0,392.0
9499,EVE,1,0,WHU,68.9,31.1,3,1,22,7,706,404,474,193,16,17,31,48,11,5,1,1,14,817.452,141.228,291.224,385.0,14,881.672,150.39,325.202,406.08
9500,FUL,1,3,CHE,41.9,58.1,3,8,7,17,537,712,335,489,13,15,28,42,5,4,1,4,14,797.974,148.555,313.498,335.921,14,904.339,154.65,334.391,415.298
9501,HUL,1,4,NUFC,48.4,51.6,3,7,13,17,573,636,372,411,21,12,14,54,6,3,1,3,14,813.648,266.473,194.986,352.189,12,831.792,155.0,302.792,374.0
9503,STK,1,0,ARS,43.4,56.6,4,2,8,10,634,791,417,553,19,13,29,49,3,4,5,0,13,822.881,90.175,359.706,373.0,14,904.034,186.967,315.067,402.0
9498,NOR,1,0,TOT,40.9,59.1,3,2,13,9,577,719,362,526,26,22,37,16,5,3,3,1,13,831.388,87.6,368.788,375.0,14,813.927,102.796,327.628,383.503
9496,LIV,4,3,SWAN,53.4,46.6,10,4,21,14,736,666,524,445,25,21,19,20,3,5,2,0,14,904.686,293.75,215.112,395.824,14,889.794,253.136,252.658,384.0
9497,NUFC,1,0,AVL,54.7,45.3,5,2,23,10,672,564,414,349,22,20,30,34,10,1,5,3,13,849.342,155.8,315.542,378.0,13,822.098,227.0,218.712,376.386
9492,CRY,0,2,MUFC,33.5,66.5,6,5,15,14,518,883,321,666,16,14,20,44,6,4,2,3,14,815.799,151.607,305.192,359.0,14,903.789,253.121,240.453,410.215
9489,ARS,4,1,SUN,64.8,35.2,9,3,12,7,848,530,691,371,13,15,16,19,7,3,0,4,14,850.279,144.691,351.161,354.427,14,820.514,74.0,388.514,358.0
9490,CAR,0,4,HUL,56.2,43.8,5,6,23,11,688,567,444,368,11,26,19,45,9,2,2,3,14,756.838,144.878,253.296,358.664,14,780.199,210.3,216.116,353.783
9493,MCFC,1,0,STK,74.1,25.9,7,2,19,7,878,422,697,231,20,16,21,36,8,3,0,3,14,948.636,166.0,375.636,407.0,14,798.065,82.675,342.39,373.0
9494,WBA,1,1,FUL,63.4,36.6,5,3,16,7,722,529,495,287,18,29,16,64,8,2,1,3,14,820.541,164.811,335.5,320.23,14,828.29,152.61,225.0,450.68
9495,WHU,3,1,SOT,31.5,68.5,5,5,10,26,454,799,234,561,19,12,30,43,5,11,1,1,13,791.905,132.825,281.905,377.175,14,807.746,163.512,279.234,365.0
9491,CHE,1,0,EVE,46.6,53.4,8,2,25,8,658,702,403,455,23,29,34,40,8,8,2,2,14,875.7,124.0,343.7,408.0,14,858.37,100.551,361.819,396.0
9486,FUL,2,3,LIV,31.1,68.9,3,7,10,21,471,882,276,655,15,20,31,59,7,5,0,0,13,810.969,152.0,230.192,428.777,13,884.34,330.131,161.0,393.209
9485,ARS,0,0,MUFC,57.4,42.6,5,2,17,6,816,637,563,410,23,27,39,40,5,5,1,2,12,894.466,232.582,259.884,402.0,14,859.321,248.471,241.319,369.531
